Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Kambal sa uma,1979,,Drama Fantasy ,,,,,twin rat based on comic based on novel ,60
Draga moja Iza,1979,,Drama ,,,,"The film is a portrait of the Novak family: the results of the marriage between the farmer Novak and a townswoman of German descent, their children and their tragic fates and the life of Andrej - the Novaks' only surviving child. Andrej recalls the days of his youth and the wartime years, in which the family slowly breaks up due to different political beliefs and world-outlooks. In addition to the loss of many members of his family, Andrej must also face the fact that his father has disowned him and his girlfriend left him. Despite all, however, he keeps alive his hopes of a better future, which, to him, is embodied by the beautiful Iza.",euro trash trash movie z movie sex scene female nudity 4 more ,60
O Coronel e o Lobisomem,1979,,Adventure ,,,,,based on novel ,60
Mese habbal,1979,,Comedy Drama ,,,,,based on novel ,60
The Street Smarts,1979,,Comedy ,,,,"Fresh out of prison after four hard years of incarceration, the criminal mastermind and respected ringleader, Babis Papalaourdas, is on a very short leash, as the man who sent him to jail, Detective Zafiris, has sworn to put him back where he belongs once and for all. Under those circumstances, should Babis reunite with his old gang, now that they need him more than ever? With a well-thought plan involving a cellmate's daughter and precious Byzantine icons, the newly-released criminal is bound to relapse into his old habits; however, is everything as it seems?",greece greek hellas hellenic piraeus 41 more ,60
Kõrboja peremees,1979,,Drama ,,,,,f rated tragedy love based on novel based on book ,60
Yan er zai lin shao,1979,,Drama Romance ,,,,"With the financial support and encouragement of her departed elder sister and Jiang Huai who was likely to be the brother-in-law, Tao Danfeng returns Taiwan after graduation from dramatic studying in UK. After talking to her sister's friend, Danfeng raises doubts about the reason of sister's death, that may be not a heart attack but because of Jiang Huai loved another woman. To search for the truth, Danfeng acts a double life. One aloof side is used to attract Jiang Huai, the other zealous and open side is used to attract Jiang Huai's younger brother Jiang Hao. But the truth is really out of her speculation.",based on novel ,60
Dead Angle,1979,,Action Crime Drama Thriller ,,,,A crime story about a sociopath businessman and his associates who cheat small businesses out of their money with shady contracts in the early 50s.,yakuza based on novel ,120
Naine kütab sauna,1979,,Drama ,,,,,based on novel ,
Father Sergius,1979,,Drama ,,,,,remake based on novel ,60
Mladý muz a bílá velryba,1979,,Comedy Drama ,,,,Good-looking Edita Beningerová (,reference to the three musketeers woman wears a swimsuit man wears underwear man wears a swimsuit pregnancy 87 more ,60
Kejsaren,1979,,,,,,"The historical and political background to ""Kejsaren"" is the Swedish import of foreign polish farm labor in the early 1900s. The Swedish farm workers protested against this, with hate and racism. Elje Ström is the son of a Swedish farm worker and a polish woman. He is mentally handicapped and bullied, longing for his mother, who was returned to Poland. Nazism is spreading over northern Europe. Elje travels to Poland to find his mother. Scammed by pimps and whores, beaten and despised, he is returned to Sweden by the police. He is admitted to S:t Lars mental hospital, Lund/Malmö. Here, at S:t Lars, Elje becomes ""Kejsaren"", partly influenced by Hitler. He meets with love and understanding from a polish orderly. She looks and feels a lot like his mother. In a fit of psychotic madness, he kills the orderly.",eastern europe poland skane mental institution based on novel ,60
Für Mord kein Beweis,1979,,Crime Mystery ,,,,"A week after a fight with her husband of 20 years, a woman's naked body is found in a lake. Was it an accident, suicide or - murder?",murder suicide east germany criminal investigation cancer 29 more ,60
Der Mörder,1979,,,,,,,foreign language adaptation based on novel ,60
Winter of Black Snow,1979,,Drama ,,,,,veteran memory heart trouble health problem transition period 33 more ,60
Ena gelasto apogevma,1979,,Drama ,,,,"After a long and bitter decade of separation, the young fast-rising politician, Dimitris Venieris, accompanies his former wife and catalytic love of his life, Eleni, to the bustling Athens International Airport. Thirsting for closure, the once-compatible couple seeks solace in the vivid memories of a bygone whirlwind romance amid troubled times, as both Eleni and Dimitris struggle to come face-to-face with their haunting personal demons. However, against the backdrop of a delayed flight, a deranged suicide bomber threatens not only to rob them of their last moments together but also blow the building to smithereens. Will they find redemption this fateful smiling afternoon?",greece greek hellas hellenic athenian 46 more ,60
Ualla azae lel sayedat,1979,,Drama ,,,,"Rauya is in her early forties when her husband decides to leave her for a younger, less talented but more attractive woman. The spurned wife remains with her daughter, pulls herself together and lands a job working at a newspaper.She gets interested in the good-looking editor, but when he begins to respond she backs off. Although he is separated from his wife, that is not the same as being officially divorced, and not good enough to risk an involvement. Later, her husband has turned against his new wife, and tries to force his way back into Rauya's life, but she is in no mood to rewrite her future.",based on novel ,120
Golden Partners,1979,,Drama ,,,,,morse code love triangle saipan submarine treasure hunt 1 more ,60
Der Sturz,1979,,Drama ,,,,,new german cinema based on novel ,60
The Dead Cast a Shadow,1979,,Drama Thriller War ,,,,"Depicts the life of the socialist underground in Poland during World War II. Devotion, loyalty, suspicion, betrayal, and double agents.",based on novel ,60
Een pak slaag,1979,,Drama ,,,,"Hein Slotter, unpopular director of a pram factory, reluctantly agrees to celebrate his 25th anniversary. His only wish is that his successor and mentor, Slieps, gives a speech. Unfortunately Slieps is quite senile and only occasionally has a bright moment. Meanwhile, the party committee learns of a rumor concerning Slotter's younger days and plans to embarrass him during this festive occasion.",based on novel ,60
Teu Tua,1979,,Comedy ,,,,,based on play based on novel ,60
Historien om en moder,1979,,Drama ,,,,"A young mother is alone with her baby, as Death comes to pick it up. Motherly love drives her to do everything to get the baby back. Modern day story inspired by H.C Andersen's 1847 fairy tale.",boy death missing child stranger kindergarten 3 more ,3120
Placówka,1979,,Drama ,,,,,based on novel ,60
Vacanta tragica,1979,,Drama ,,,,,based on novel ,60
Khak Aur Khoon,1979,,Action History Romance ,,,,"Khak aur Khoon is a historical movie from the novel of same name by Nasim hijazi that describes the sacrifices of Muslims of the Sub-continent during the time of partition in 1947. When Muslims of different regions were trying to get to Pakistan, many groups of Hindus would to attack them during their journeys to snatch their money and the jewellery of the women. The Hindus robbed everybody they found in the way. Khak aur Khoon not only describes how many sacrifices the Muslims made to get their new homeland, but it also describes the true face of Hindu fanaticism at the time. On June 3, 1947, Lord Mountbatton announced that district of Gurdaspur was going to be aligned with Pakistan. Muslims, after listening to this, guarded the homes and properties of their Non-Muslim neighbours from the riots, but Radcliff gifted this district to India to enable Kashmir to join India. Even the king of Kashmir, Hari Singh wanted it to be mixed with India. In movie The main character is a very intelligent boy named Saleem who goes to a college where he takes part in speeches in favour of Pakistan. After completing his college and university studies, he takes part in a congress of the Muslim league. His cousin Amjad also helps him. Saleem has a huge family, but the Hindus kill them all before they reach Pakistan by throwing them in a fire. In the end, Saleem helps in the Kashmir fight and marries a girl name Asmat, the sister of one of his friends.",based on novel ,
Radiostacioni,1979,,War ,,,,,based on novel ,60
Próba ognia i wody,1979,,Drama ,,,,,based on novel ,60
Trællenes oprør,1979,,Animation ,,,,"This film follows the young slaves Gerd, Jöran and Anders through the centuries.",sequel based on novel ,60
Nedopesok Napoleon III,1979,,Family ,,,,,based on novel ,60
Rallarblod,1979,,Drama ,,,,"Handlinga utspiller seg i ei rik bygd et sted i Norge rundt 1910. Det skal legges jernbane gjennom bygda, og tilreisende anleggsfolk, rallare, kommer dit. Med rallarne følger uro for bygdefolket. Disse røffe karene er kjent for sitt ville og frie liv med slossing og drikking, og ikke minst for sitt drag på damer. En av rallarene, Sjugurd (Nils Ole Oftebro) legger ann på bondedatteren Innbranna Røysing og etterhvert oppstår en het romanse mellom de to. Noe som ikke blir sett på med blide øyne av hennes foreldre og resten av bygdefolket.",male nudity male frontal nudity farmers daughter love railroad worker 2 more ,120
Das Pferdemädchen,1979,,Family Drama ,,,,"The story plays in the countryside of north east Germany. Irka, a young girl lives with her father on a farm when they decide to buy a mare called Raya. She used to be a great show horse but now was old and almost blind. Nevertheless Irka rides out with Raya every day, describing her the way. But then she gives birth to a stallion which they name Mischka and Irka convinces her father to keep the foal forever. Her father though realizes that it's financially not possible to keep both horses and he wants to give Mischka to a stud where it would be cheaper to raise him. Irka has to decide if she wants to keep the old mare or the foal.",horse father daughter relationship based on novel ,60
Tooi ashita,1979,,Drama ,,,,,murder father son relationship wrongful conviction convicted murderer innocence 12 more ,60
Akramana,1979,,,,,,,based on novel ,
Alucinada Pelo Desejo,1979,,Drama ,,,,,based on novel ,60
Csillag a máglyán,1979,,Drama ,,,,,based on novel ,60
Tri od more,1979,,,,,,,based on novel ,60
Iskanja,1979,,Drama Romance ,,,,"Some years before WWI, art historian and priest Ciril from Ljubljana and his friend Fritz set out on a journey through Italy. Ciril hopes that his doctorate on Italian art would provide him inner peace, thus starting a new life. Emotionally disturbed Fritz, on the other hand, tries to escape everyday life, as well as from commitment he has to his female friend.",art historian priest pre world war one italy journey 24 more ,60
Pretoria O Pretoria!,1979,,Comedy Drama ,,,,,afrikaans satire punctuation in title inheritance based on novel ,60
Paixão de Sertanejo,1979,,Romance ,,,,,based on novel ,60
"Cuando Pizarro, Cortez y Orellana eran amigos",1979,,Adventure Drama ,,,,An anthropological fable surrounding the clash of two cultures in the conquest of America.,massacre indigenous conquistador colonial mexico based on novel ,60
Kosodate gokko,1979,,Drama ,,,,,teacher adoption based on novel ,60
Këshilltarët,1979,,Drama War ,,,,,based on novel ,60
Kristoffers hus,1979,,,,,,A divorced Swedish photographer is offered a secret photo shoot. He is hired to photograph an old dead man's apartment. Dead for several months. He becomes very engaged by the man's fate and refuses to leave the pictures for publication.,eastern europe based on novel ,60
Zhe jian chuan ji,1979,R,Adventure Mystery ,,,,"A non stop, high action adventure that follows the adventures of Hu Tieh Hwa, a brave and mighty knight with unbeatable martial art skills. His expertise in Kung Fu has always saved him, and his rescue of the beautiful Ai Chiang is no exception. Weapon fighting like no other.",ambush kung fu masked villainess maim pacifist 6 more ,60
Snimki za spomen,1979,,Drama ,,,,"During a basketball match, Sashka's classmate Kivi slaps a guy who is getting in the way of the game. The guy complains to the minister, and soon there is a order for the guilty one to be punished. Everyone confirms Kivi's innocence, but the Director does not defend him. Sashka unwillingly insults the Director. The council decides that she is to apologize publicly. Sashka cannot live with the humiliation and she attempts a suicide.",based on novel ,60
Katsia-Adamiani?,1979,,Musical Comedy Drama ,,,,,f rated homoeroticism question mark in title based on novel ,60
Bedniyat Luka,1979,,Drama ,,,,"1920. Luka, a photographer, former freedom fighter for the liberation of Bulgaria, survives in the side skirts of life - forgotten and hated by others. Apostol, whose life Luka once saved brings the suitcase full of money. Apostol leaves the suitcase with Luka because he is convinced that he is the most honest person on earth. At the first moment, Luka is proud by his friend's trust. Time passes and no one comes to claim the money. The papers write that Apostol is killed. Luka's wife convinces him to open the suitcase, but he stops at the last moment. Apostol's brother comes to claim the suitcase. Luka is relieved. However, his wife tells him that she has opened the suitcase and taken half of money. Luka dies.",based on novel character name in title ,60
Chcialbym sie zgubic...,1979,,Drama Family ,,,,"Believing his mother is alive, Alek is sure he will meet her one day. Anna, the educator who inspires him to trust, now tells him that he has no mother. The hurt boy becomes aggressive and withdrawn, and runs away from the orphanage.",orphan orphanage based on novel ,60
Tyazhyolaya voda,1979,,Drama War ,,,,,soviet union agronomist sailor lieutenant doctor 7 more ,60
Myatezhnyy «Orion»,1979,,Adventure History ,,,,,seaport priest boatswain monarchist anarchist 7 more ,60
Invasion of the Body Snatchers,1978,PG,Horror Sci-Fi ,"3,500,000 (estimated)","24,946,533","24,946,533","The first remake of the paranoid infiltration classic moves the setting for the invasion from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"" realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",female nudity sleep psychiatrist health inspector capgras delusion 218 more ,60
Death on the Nile,1978,PG,Crime Drama Mystery ,"7,920,000 (estimated)","14,560,084","14,568,801","Based on the Dame Agatha Christie novel, our favorite Belgian detective, Hercule Poirot (Sir Peter Ustinov), is on a cruise up the Nile. He is surrounded by an interesting assortment of characters, including a wealthy heiress and her husband, on their honeymoon. It appears that everyone hates the heiress.",egypt cruise detective giza egypt pyramids of giza 277 more ,120
Watership Down,1978,PG,Animation Adventure Drama Thriller ,,,,"Based upon Richard Adam's novel of the same title, this animated feature delves into the surprisingly violent world of a warren of rabbits as they seek to establish a new colony free of tyranny and human intervention.",rabbit gore blood vision cult film 86 more ,60
The Lord of the Rings,1978,PG,Animation Adventure Fantasy ,"4,000,000 (estimated)","30,471,420","30,471,420","A young Hobbit known as Frodo has been thrown on an amazing adventure, when he is appointed the job of destroying the One Ring, which was created by the Dark Lord Sauron. He is assigned with three warriors including Gandelf, Aragorn, and Boromir. But it's not going to be an easy journey for the Fellowship of the Ring, on the ultimate quest to rid the Middle-earth of all evil.",super villain elrond character galadriel character gollum character frodo baggins character 102 more ,120
The Fury,1978,R,Horror Sci-Fi Thriller ,"5,500,000 (estimated)",Non,Non,"A secret US agency behind the unscrupulous Childress gathers children with parapsychologic abilities and trains them to become killers in war situations. To rescue his son, who was officially declared dead after an arranged accident, the ex-CIA agent Peter investigates against Childress.",mind reading opening action scene secret government organization glowing eyes loss of son 281 more ,60
The Wiz,1978,G,Adventure Family Fantasy Musical ,"24,000,000 (estimated)","21,049,053","21,049,053","24-year-old kindergarten teacher Dorothy, born, raised, and still working in Harlem, is celebrating Thanksgiving with her extended family, but she doesn't seem to be thankful for much. She lives a sheltered life and is shy and unfulfilled. When she gets caught in a snowstorm while chasing her dog Toto, they're transported to the mysterious Land of Oz, where she's informed that the only way she can find her way home is through the assistance of the powerful wizard in the Emerald City. As she searches for him by easing down the Yellow Brick Road, she befriends some creatures who face problems in their lives. In their quest to find the wizard, they also face Evillene, the equally evil sister of Evermean, the wicked witch whom Dorothy inadvertently killed when she arrived in Oz; Evillene might be their biggest obstacle.",wizard new york city thanksgiving dog witch 59 more ,120
Magic,1978,R,Drama Horror ,"7,000,000 (estimated)",Non,Non,"Magician's assistant Corky (Sir Anthony Hopkins) performs disastrously at his first solo appearance. He is given a ventriloquist dummy called ""Fats"" to improve his act, and within a few years, Corky is at the height of fame. However, Fats has developed a mind of his own, and wants to control his master.",ventriloquist ventriloquist dummy dummy entertainer evil doll 128 more ,60
Coma,1978,PG,Drama Horror Mystery Thriller ,"4,500,000 (estimated)",Non,Non,"A young doctor at a hospital, Susan Wheeler (played by ",conspiracy hospital surgery coma investigation 77 more ,60
The Boys from Brazil,1978,R,Drama Mystery Sci-Fi Thriller ,"12,000,000 (estimated)",Non,Non,"Barry Kohler, a young Nazi hunter, tracks down a group of former SS officers meeting in Paraguay in the late 1970s. The Nazis, led by Dr Mengele, are planning something. Old Nazi hunter, Ezra Lieberman, is at first uninterested in Kohler's findings. But when he is told something of their plan, he is eager to find out more. Lieberman visits several homes in Europe and the U.S. in order to uncover the Nazi plot. It is at one of these houses he notices something strange, which turns out to be a horrible discovery.",nazi nazi war criminal nazi hunter doberman paraguay 114 more ,120
The Great Train Robbery,1978,PG,Adventure Crime Drama Thriller ,"6,000,000 (estimated)","13,027,857","13,027,857","Sutherland and Connery wish to rob a moving train's safe in Victorian England. They need wax impressions of keys, coffins, dead cats, and a great deal of planning in order to pull it off.",train robbery based on true story based on novel 1850s gold 148 more ,60
The Swarm,1978,PG,Horror Thriller ,"21,000,000 (estimated)",Non,Non,"Killer bees from South America have been breeding with the gentler bees of more northern climates, slowly extending their territory northward decade after decade. Entomologist Brad Crane has discovered that something is making them come together in huge, killer swarms. He wants to keep General Slater from using military tactics from further upsetting the balance of nature as they join to try to stop the swarms from approaching Houston, Texas.",swarm bee killer bee self experimentation english 257 more ,60
The Wild Geese,1978,R,Action Adventure Drama Thriller War ,"10,000,000 (estimated)",Non,Non,A British multinational seeks to overthrow a vicious dictator in central Africa. It hires a band of (largely aged) mercenaries in London and sends them in to save the virtuous but imprisoned opposition leader.,paratroop insurgent president political reference to william tell 169 more ,120
Straight Time,1978,R,Crime Drama ,"4,000,000 (estimated)","9,900,000","9,900,000","After many juvenile detentions and six years in prison, the small time thief and burglar Max Dembo is released on parole. Max has an initial friction with his nasty parole officer Earl Frank, but the officer agrees to let him live in a hotel room if he gets a job within a week. Max goes to an employment agency and the attendant Jenny Mercer helps him to get a job in a can industry. Max decides to go straight and visits his old friend Willy Darin and his family. When Willy brings Max home, he injects heroin and leaves his spoon under Max's bed. Max dates Jenny, and on the next day after hours, he finds Frank waiting for him snooping around his room. Frank finds the spoon and sends Max to prison for tests to prove whether he had a fix or not. Despite the negative result, Frank leaves Max for a week imprisoned. When Max is released again, Frank gives a ride and presses him to tell who had a fix in his room. Max hits Frank, steals his car, and seeks out his former friends to restart his life of crime. Jenny lodges Max at her place and has a love affair with him. Max and his best friend Jerry Schue successfully rob a bank; but after a jewelry heist in Beverly Hills, where Max loses Jerry and Willy, he leaves California and Jenny and heads alone elsewhere.",pay phone male frontal nudity male rear nudity prison prison release 78 more ,60
The Big Sleep,1978,R,Crime Drama Mystery Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">£3,000,000 (estimated)</span></li></ul></div></li",Non,Non,"Philip Marlowe (Robert Mitchum) is asked by the elderly General Sternwood (James Stewart) to investigate an attempt at blackmail on one of his daughters. He soon finds that the attempt is half-hearted at best, and seems to be more connected with the disappearance of the other daughter's husband, Rusty Regan (David Savile). Rusty's wife seems unconcerned with his disappearance, further complicating the mystery. Only General Sternwood seems concerned as mobsters and hired killers continue to appear in the path of the investigation.",cleavage bare breasts female full frontal nudity female pubic hair pubic hair 127 more ,60
Behind Convent Walls,1978,,Drama Romance ,,,,"A zealous, handsome priest, who is the confessor for a convent full of women, encourages the equally zealous abbess of one such institution to enforce the same strict rules on these unfortunate women that are applied to others. In doing so, they uncover a snake pit of sexual couplings, both lesbian and heterosexual, as well as many tools for masturbation. At the same time, a particularly disturbed inmate manages to poison herself and many of the other novitiates in yet another scandal which is covered up by church authorities.",nunsploitation low budget film based on novel grindhouse film cult film 1 more ,60
The Buddy Holly Story,1978,PG,Biography Drama Music ,"1,200,000 (estimated)","14,363,400","14,363,400","The musical career of rock and roll pioneer Buddy Holly is chronicled, from the days when ""Peggy Sue"" was ""Cindy Lou"", a song about his first girlfriend, to the meteoric run of ""That'll Be the Day"" up the charts, to his marriage, breakup with the Crickets, reunion with the Crickets, and untimely death.",texas character name as title buddy holly character four word title song 22 more ,60
The Medusa Touch,1978,PG,Horror Sci-Fi ,,,,"John Morlar (Richard Burton) is watching a British television broadcast when an anchorman states that American astronauts are trapped in orbit around the moon. Suddenly someone in Morlar's room picks up a figurine and strikes him on the head repeatedly. His blood splatters the television screen. French Detective-Inspector Brunel (Lino Ventura) arrives at Morlar's apartment to begin an investigation. At first he thinks Morlar is dead, but soon he hears him breathe. At the hospital, Morlar is hooked up to life support systems, one machine in particular monitors the activity of his battered brain. Brunel discovers that Morlar has been in psychological analysis because of his history of being witness to many disasters, other people's disasters. Dr. Zonfeld (Lee Remick), Morlar's analyst, explains that Morlar's delusions had begun when he was a child. He believed that he had caused a hated nanny's death. Morlar's childhood delusions were reinforced at a resort when he overheard his parents discussing him with disapproval. When his parents strolled on top of a cliff, Morlar watched as the family car suddenly pushed them off the cliff to their deaths. One evening, Brunel pores over the mysteries of Morlar's diary and through his scrapbook of disastrous events. Gradually, Brunel begins to develop an opinion of what Morlar was like and begins to wonder if he is chasing a murderer or a victim.",death of parents hit by car hit with a statuette psychotherapy school fire 93 more ,60
The Silent Partner,1978,R,Crime Drama Thriller ,"2,500,000 (estimated)",Non,Non,"A bank teller is held up at gun point in his bank. Luckily for him he receives a clue that this is going to occur and diverts most of the cash into his own safety deposit box, leaving only a nominal amount for the crook. The ruse works well, but for the fact that the crook resents the fact that he has been outsmarted. There ensues a terrific battle of wits involving the clever but basically ""moral"" teller, and the cunning and totally uninhibited bank robber, which involves several other people in ways which cannot be revealed here.",female buttocks female nudity female full frontal nudity topless female nudity santa claus costume 53 more ,60
The Manitou,1978,PG,Horror Sci-Fi ,"3,000,000 (estimated)",Non,Non,"Karen Tandy enters a San Franisco hospital suffering from a tumor growing in her neck. Her surprised doctors think it's a living creature, a fetus being born inside the tumor. Fortune-teller Harry Erskine dismisses it -- until one of his customers begins speaking in tongues and fatally throws herself down a flight of stairs, and Karen's surgeon attempts to cut off his own hand rather than excise her tumor. Erskine finally seeks help from another fortune teller, Amelia Crusoe, and her husband, to try to learn the cause of these supernatural events. When Karen's tumor gets larger, Dr. Snow speculates that within her tumor lives vengeful 400-year-old Indian spirit. Erskine travels to South Dakota to enlist the aid of Indian medicine man John Singing Rock to force the evil spirit out of Karen and back where it came. The Indian spirit is driven from Karen's tumor, but will it take over others before Singing Rock can send him back?",scalpel duel telekinesis falling down stairs apartment 82 more ,60
The Stud,1978,R,Drama Romance ,"1,000,000 (estimated)",Non,Non,"Fontaine is the London wife of Benjamin, a wealthy Arab businessman. She spends his money on her nightclub, ""The Hobo"", and partying. She hires a handsome manager, Tony, to run her club, but it is understood that his job security is dependent on his satisfying her nymphomaniacal demands. Soon he loses interest in her, as she treats him like a plaything, and turns his attention to her young stepdaughter Alexandra, who uses him to get back at Fontaine after she discovers their video tape having sex in their private elevator, essentially cheating on her father.",nymphomaniac erotic drama cheating wife bored wife group sex 50 more ,60
Empire of Passion,1978,R,Drama Horror Romance ,,,,"A young man has an affair with an older woman. He is very jealous of her husband and decides that they should kill him. One night, after the husband had plenty of sake to drink and was in bed, they strangle him and dump his body down a well. To avert any suspicions, she pretends her husband has gone off to Tokyo to work. For three years the wife and her lover secretly see each other. Finally, suspicions become very strong and people begin to gossip. To make matters worse, her husband's ghost begins to haunt her and the law arrives to investigate her husband's disappearance.",well ghost village murder japan 38 more ,60
Beauty and the Beast,1978,,Fantasy Horror Mystery Romance ,,,,"A more horrific and gloomy version of The Beauty and the Beast. Julie is a bankrupt merchant's daughter who as the only one of the three daughters chooses to save her father's life by going to the Haunted Wood's Castle where she meets Netvor. He wants to kill her, but her beauty prevents him from that. Although she is forbidden to see him she starts to love him and the love rescues him from his curse.",beauty and the beast fairy tale curse love conquers all monster 96 more ,60
The Brink's Job,1978,PG,Comedy Crime Drama History ,"15,500,000 (estimated)","7,909,950","7,909,950","After a long spate of bad luck, the little criminal Tony and his gang successfully rob one of Brink's security transports, taking $30,000. Surprisingly their coup doesn't make the press. Curious Tony checks out their headquarters and finds out that their security standard is low beyond belief. Now a really big coup is prepared...",man tied up bound and gagged security complex facility fbi federal bureau of investigation security transport 55 more ,60
The Betsy,1978,R,Drama ,Non,"17,685,000",Non,"The patriarch of a family-owned corporation hires a young race car driver to help him design a fuel efficient car in secrecy. They face resistance from the president of the company (the patriarch's grandson), who wishes to eliminate the motor car division because of bad blood between himself and his grandfather. During flashbacks, a parallel set of problems is revealed in the family's past, problems that persist into the present, and the race car driver gets deeper into the web of deception and corporate intrigue.",assassination attempt bare breasts large breasts sex with a maid breast feeding 93 more ,120
Gray Lady Down,1978,PG,Adventure Drama History Thriller ,Non,"5,438,927","5,438,927","The USS Neptune, a nuclear submarine, is sunk off the coast of Connecticut after a collision with a Norwegian cargo ship. The navy must attempt a potentially dangerous rescue in the hope of saving the lives of the crew.",underwater scene self sacrifice nuclear submarine submarine collision 29 more ,60
Go Tell the Spartans,1978,R,Drama War ,"1,500,000 (estimated)",Non,Non,A unit of American military advisors in Vietnam prior to the major U.S. involvement find similarities between their helpless struggle against the Viet Cong and the doomed actions of a French unit at the same site a decade before in this bitter look at the beginnings of the Vietnam war.,begins with text scene during opening credits vietnam major american 26 more ,60
International Velvet,1978,PG,Drama Family Sport ,Non,"7,009,238","7,009,238","This sequel to the Dame Elizabeth Taylor movie National Velvet (1944) focuses on Sarah Brown (Tatum O'Neal), a young, recently orphaned American girl sent to England to live with her aunt, a now grown Velvet Brown (Nanette Newman). The troubled Sarah is only interested in one thing; horses, and has clearly inherited her aunt's talent. She and her horse Arizona Pie (son of Velvet's Grand National winning steed The Pie) work their way up through the world of eventing, finally being selected for the British Olympic Squad, growing up and finding love along the way.",girl horse relationship boy horse relationship horse olympics eventing 33 more ,120
Who'll Stop the Rain,1978,R,Action Crime Drama Thriller War ,"5,500,000 (estimated)",Non,Non,"Vietnam veteran Ray Hicks gets conned into helping his buddy John Converse smuggle some heroin, only to wind up on the lam with John's wife when the deal goes sour.",song in title pay phone man wears underwear man wears a swimsuit american film directed by czech director 72 more ,120
The Thirty Nine Steps,1978,PG,Crime History Mystery Thriller ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">£1,500,000 (estimated)</span></li></ul></div></li",Non,Non,"The year is 1914, and Richard Hannay (Robert Powell), a mining engineer who is visiting Britain for a short time before returning to South Africa, is shocked when one of his neighbors, Colonel Scudder (Sir John Mills), bursts into his room one night and tells him a story that Prussian sleeper Agents are planning to start World War I by murdering a visiting foreign Minister. However, Scudder is murdered, and Hannay is framed for the death by the sleepers. Fleeing to Scotland, Hannay attempts to clear his name and to stop the agents, with the aid of Alex Mackenzie (Karen Dotrice), but not only is he is chased by Chief Superintendent Lomas (Eric Porter) for Scudder's death, but by the agents, who are headed by Appleton (David Warner), who has managed to hide himself in a high-placed position in the British Government.",scotland manhunt terrorist plot terrorist race against time 114 more ,60
The Hound of the Baskervilles,1978,Not Rated,Comedy Crime Horror Mystery ,,,,A Sherlock Holmes spoof about a family that has been haunted for years by the curse of a horrible hound.,bestiality bestiality joke bestiality played for laughs low brow effeminate man 34 more ,60
