Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Big Town,1987,R,Drama Romance Thriller ,Non,"1,733,017","1,733,017","J.C. Cullen arrives in Chicago in 1957 from a small town. With a talent for winning at craps, he tries to embark as a professional gambler. He breaks the bank at a private craps game at the Gem Club, owned by the dangerous and brutal George Cole, and falls for two women, one of whom is Cole's wife. He ignores advice to steer clear of both Coles. Infuriated, Cole wagers everything on the craps table, including the Gem Club itself, and he and Cullen have it out.",sex scene stripper voyeur undressing extramarital affair 25 more ,60
Mio in the Land of Faraway,1987,PG,Adventure Family Fantasy ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">SEK 55,000,000 (estimated)</span></li></ul></div></li",Non,Non,"A fantasy about a lonely boy who is transported from his dull life with his cold adoptive parents to a pastoral land where he discovers his real father is the king. In that country, he sets out on a quest, together with his new friend, to destroy the evil knight Kato.",boy norse mythology knight friend evil knight 96 more ,60
Gor,1987,PG,Action Adventure Fantasy Sci-Fi ,Non,"159,731","159,731","American professor Tarl Cabot is transported via a magical ring to planet Gor, where he must help an oppressed country overthrow its evil king and his barbarian henchmen.",big breasts man wears a loincloth big hair suit and tie beard 270 more ,60
Ironweed,1987,R,Drama ,"27,000,000 (estimated)","7,393,346","7,393,346","Albany, New York, Halloween, 1938. Francis Phelan and Helen Archer are bums, back in their birth city. She was a singer on the radio, he a major league pitcher. Death surrounds them: she's sick, a pal has cancer, he digs graves at the cemetery and visits the grave of his infant son whom he dropped; visions of his past haunt him, including ghosts of two men he killed. That night, out drinking, Helen tries to sing at a bar. Next day, Fran visits his wife and children and meets a grandson. He could stay, but decides it's not for him. Helen gets their things out of storage and finds a hotel. Amidst their mistakes and dereliction, the film explores their code of fairness and loyalty.",hand job full female nudity singing columbia tristar sony 52 more ,120
Gandahar,1987,PG,Animation Adventure Fantasy Sci-Fi ,Non,"370,698","370,698","Gandahar is a utopian world of rare beauty and tranquility, the result of extensive mutation and genetic experimentation. But the perfect peace is shattered when a mysterious evil force invades this idyllic serenity, turning people into stone with petrifying rays. The Council of Women hold court and decide to send Sylvain, son of Queen Ambisextra, on a mission to destroy the enemy. Together with the beautiful and adventurous Arielle, the enemy that Sylvain eventually discovers very far from his home is the ultimate failure of Gandaharian scientific experimentation. It is a giant brain known as the Metamorphis, which has created an indestructible army of metal men to destroy Gandahar. Sylvain must battle the Metamorphis, but not until 1000 years in the future.",giant brain deformed giant egg cryosleep time manipulation 50 more ,60
The Bedroom Window,1987,R,Crime Mystery Thriller ,"8,300,000 (estimated)","12,640,385","12,640,385","Terry is having an affair with his boss' wife Sylvia. One night after an office party they are together and Sylvia witnesses an attack on Denise from Terry's bedroom window. She doesn't want to expose their relationship and so is reluctant about talking to the police. Terry, wanting to help, gives the police the description of the attacker. He soon becomes the main suspect in the case. He then sets to find the real rapist/killer with some help from victim Denise.",rape neo noir revenge rape victim hitchcockian 272 more ,60
Pelle the Conqueror,1987,PG-13,Drama ,Non,"2,063,688","2,063,688","When his wife dies, Lassefar (Max von Sydow) takes his 12-year-old son, Pelle (Pelle Hvenegaard), from their home in Sweden to Denmark in search of a better life. Signing on as laborers at a large farm, father and son undergo numerous trials, including prejudice against immigrants and run-ins with those more powerful than themselves in both the physical and the social sense. Over the course of a year, young Pelle learns what it takes to survive in a harsh and unforgiving world.",boy frontal nudity boy taking a bath boy farm worker father son relationship 94 more ,120
Ice Palace,1987,,Mystery Drama ,,,,"In a remote Norwegian mountain-area in the 1930s, two 12 year old girls Siss and Unn meet. They are friends, but for Unn it is more serious. She admits to having secret and indecent fantasies about her friend.",bare breasts girlfriend girlfriend relationship bare butt coming of age sexual orientation 17 more ,60
Rampage,1987,R,Drama Thriller ,"7,500,000 (estimated)","796,368","796,368","Liberal district attorney decides to seek the death penalty for a man who slaughtered a family at Christmastime, then drank their blood. He escapes, though, and starts killing again.",violence capital punishment based on novel based on play blood 2 more ,60
Tough Guys Don't Dance,1987,R,Comedy Crime Drama Mystery Thriller ,"5,000,000 (estimated)","858,250","858,250","Writer, ex-con and 40-something bottle-baby Tim Madden, who is prone to black-outs, awakens from a two-week bender to discover a pool of blood in his car, a blond woman's severed head in his marijuana stash, and the new Provincetown police chief, Captain Luther Regency, shacked up with his former girlfriend Madeleine. As his father Dougy helps him try to unravel the mystery, he is dogged by the psychotic Capt. Regency, who has it in for Tim as a car-crash that he was involved in with Madeline has left her unable to have children. Flashing-back to the past, Tim remembers the time when he encouraged Madeline to swing with a Li'l Abnerish couple from down South, the fundamentalist preacher Big Stoop and his Daisy Mae-ish wife, Patty Lareine, whose ad Tim had come across in 'Screw' magazine. It's on the trip back that the car crash occurs, since Madeline is incensed that Tim has so enjoyed Patty Lareine's charms. Except for his father Dougy, who is dying of cancer, Tim suspects everyone, including his ex-wife Patty Lareine, multi-millionaire prep-school pal Wardley Meeks III, - and himself - of murder. Patty Lareine had left Big Stoop, married Wardley, left him in a messy divorce which netted her a rich cash settlement, and in turn married Tim, whom she fancied. Patty Lareine disappears, and Tim goes on his fatal bender that has left his memory in shards after receiving a letter from Madeline informing him that her husband is having an affair with his wife. Tim remembers his assignation in the local tavern's parking lot with the blond porn star Jessica Pond, while her effete husband Lonnie Pangborn watched from the sidelines, distraught. It was Jessica's head in the Hefty bag with his grass, but soon, another head turns up in his marijuana stash, that of Patty Lareine. We eventually learn that she and her ex- Wardley, a bisexual skewed towards the gay side, had been involved in a massive marijuana deal, a deal that also involved Jessica Pond and Lonnie Pangborn, who are also missing. Will Tim be able to get to the bottom of the mystery and save himself from another stretch in stir? As his father Dougy reminds him, ""Tough guys don't dance,"" and Tim has been doing everything but the Charlston in his attempt to keep ahead of the forces closing in on him. Will he unravel the case and reclaim his lost manhood? And what does an old witch trial and the unspeakably lumpen sleazoids down at the garage at the outskirts of town have to do with all this?",trash gay writer police chief cancer 37 more ,60
Dead of Winter,1987,R,Drama Horror Thriller ,Non,"2,413,427","2,413,427","Katie McGovern is a struggling actress living with her husband and her student brother, who is visiting. She attends an audition that she found in the paper and is selected to shoot a short video which will be sent to the director for his approval. Mr. Murray, the man holding the audition, picks Katie up and takes her to a remote mansion where they shoot the video. Katie is selected to replace the previous lead in the film who looks remarkably like her. Soon, however, things begin to look as if they are not what they seem. Katie soon realizes she is in danger and attempts escape.",actress mansion audition female protagonist country estate 78 more ,60
White of the Eye,1987,R,Horror Thriller ,Non,"225,132",Non,"In a wealthy and isolated desert community, a sound expert is targeted as the prime suspect of a series of brutal murders of local suburban housewives who were attacked and mutilated in their homes. As he desperately tries to prove his innocence, his young wife starts to uncover mysteries of her own...",psychopathic killer psychopath insanity husband wife relationship subjective camera 78 more ,60
Love Rites,1987,R,Drama Mystery ,,,,"Hugo, a clothing buyer is a young hedonist who meets actress and prostitute Miriam in this erotic and violent drama. After heavy petting and foreplay throughout the Paris subway and a church, she takes him to an apartment for the sexual favors she has promised. Hugo is subjected to a humiliating emasculation and wanders dazed on the banks of the Seine following his ordeal. A young woman emerging from the river after swimming stabs herself to death, and the hapless Hugo is blamed for her murder.",prostitute female pubic hair erotica seductress sex horror 16 more ,60
The Sicilian,1987,R,Action Crime Drama ,"9,000,000 (estimated)","5,406,879","5,406,879","Giuliano robs from the rich conservative landowners to give to the poor, serf-like peasants, who in turn hail him as their savior. As his popularity grows, so does his ego, and he eventually thinks he is above the power of his backer, Mafia Don Masino Croce. The Don, in turn, sets out to kill the upstart by convincing his cousin and closest advisor Pissciota to assassinate him",italy mafia sicilian mafia don landed gentry 43 more ,60
Cobra Verde,1987,Not Rated,Adventure Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">DEM 800,000 (estimated)</span></li></ul></div></li","12,702","12,702",The feared bandit Cobra Verde (,sugar tribe cinema ship drummer 108 more ,60
Siesta,1987,R,Drama Mystery Romance Thriller ,Non,"700,000","700,000","Claire (an American) wakes up in a terrible state at the end of a runway in Spain. As she tries to account for her state (blood-soaked and bruised), she has flashbacks from the past few days. She thinks she's killed someone, but isn't sure, and now she's wandering the Spanish streets without money or a clear memory.",sex scene stuntwoman female protagonist airplane flash forward 53 more ,60
White Mischief,1987,R,Crime Drama Mystery Romance Thriller ,"5,300,000 (estimated)","3,107,551","3,107,551","A millionaire past his prime, and his young wife, arrive in Kenya circa 1940 to find that the other affluent British expatriates are living large, as the homefront gears up for war. They are busy swapping partners, doing drugs, and attending lavish parties and horse races. She begins a torrid affair with one of the bon vivants, and her husband finds out and confronts them. The husband and wife decide to break up peacefully, but the bon vivant is murdered, and all the evidence points to the husband.",decadence seduction british colonialism world war two murder trial 38 more ,60
Gardens of Stone,1987,R,Drama Romance War ,Non,"5,262,047","5,262,047","In the late 60s, during the Vietnam War, the idealistic soldier Jackie Willow arrives at Fort Meyer expecting to go to the Academy and then to the Vietnam War. Jackie is the son of a veteran sergeant and soon he becomes the protégé of the former friends of his father, Sergeant Clell Hazard and Sergeant Major 'Goody' Nelson. Jackie is promoted and gets married with his childhood friend Rachel Feld, to recommend Jackie to the Academy. He is promoted to lieutenant and asks to go to the Vietnam, returning to the Arlington National Cemetery.",female journalist vietnam sergeant soldier vietnam war 29 more ,60
Nightflyers,1987,R,Horror Mystery Sci-Fi Thriller ,Non,"1,149,470","1,149,470",A scientific group set out on a journey into space to find a magical creature. What they find is a killer computer on the ship they chartered.,possessive mother killer computer insane computer man versus machine stabbed in the back 76 more ,60
A Prayer for the Dying,1987,R,Action Crime Drama Thriller ,"6,000,000 (estimated)","1,432,687","1,432,687","Martin Fallon is an I.R.A. bomber who tries to blow up a troop truck, but instead kills a bus load of school children. He loses heart and quits the movement and goes to London trying to leave the U.K. and start a new life. The I.R.A. wants him back (he knows too much) and the local crime boss, Meehan, will only help him if he performs one last hit, on a rival crime boss. When Fallon does perform the hit, he is seen by a Catholic priest. He refuses to kill an innocent again, and must find a way to escape the police without killing the priest who can identify him.",time bomb scene of the crime bare chested male male nudity man forced to strip 134 more ,60
Dark Age,1987,R,Adventure Horror ,"4,800,000 (estimated)",Non,Non,"In the Australian outback, a park ranger and two local guides set out to track down a giant crocodile that has been killing and eating the local populace. During the hunt, one of the guides discovers that he has an ESP connection to the giant creature.",australian aborigine psychotronic film ozploitation landing an airplane looking at a photograph 122 more ,60
A Month in the Country,1987,PG,Drama ,Non,"443,524",Non,"Five centuries ago, a mural was created in a country church in the north of England, and then hidden under layers of white paint. Looking at it again will be a distraction, the Reverend Mr. Keach tells World War I veteran Tom Birken, who will spend a month in the country restoring the mural. Another veteran, James Moon, is looking for the grave of an ancestor of the patroness of the church who fought in the Crusades. The rector's wife, Alice, comes to see the mural and later visits Birken's bell tower abode, bringing a basket of apples. Will she open the book in which he has pressed the yellow rose she gave him earlier?",homosexual post world war one period drama flashback train journey 57 more ,60
Emmanuelle 5,1987,R,Action Drama ,,,,[American version.] Emmanuelle has a streak of bad luck that starts when she is stripped by a mob of adoring fans at the Cannes Film Festival. Her rotten luck continues when the dictator of a banana republic uses the screening of one of her films as a pretext to get her into his country. Our heroine finds herself admitted into his harem as a slave. [Roger Corman fans may be able to identify stock action footage used in the American version.],cannes film festival sex scene nipples visible through clothing underwear stripping 70 more ,60
Square Dance,1987,PG-13,Drama Romance ,Non,"225,358","225,358","Gemma is 13 years old lives and with her grandpa in the country, she has for many years. One day her mother shows up, and wants to take Gemma to the city. Her mother is married now, and can provide for Gemma. Gemma goes with her mother. In the city she gets to know Rory, a mentally disabled boy. They play together, imagining that they are married.",young love fort worth texas bare chested male church boxer shorts 46 more ,60
Housekeeping,1987,PG,Comedy Drama ,Non,"1,083,282","1,083,282","In the Pacific Northwest in 1955, two young sisters, abandoned by their mother, wind up living with their Aunt Sylvie, whose views of the world and its conventions don't quite live up to most people's expectations.",aunt niece relationship small town female protagonist eccentric woman flood 13 more ,60
Burglar,1987,R,Comedy Crime ,"12,500,000 (estimated)","16,337,355","16,337,355","Bernice ""Bernie"" Rhodenbarr is a burglar by trade, and she runs a bookstore as well. Her friend Carl Hefler is a dog groomer. After a successful burglary, it's discovered that a dead body was in the house she burgled. As she's the only one who can be placed at the scene of the crime, she has to use her criminal skills to clear her name of the murder AND avoid getting charged with the burglary.",overhearing sex dentist nightclub san francisco california hiding in a closet 13 more ,60
The Misfit Brigade,1987,R,Action Adventure Drama War ,,,,"In 1943, the Nazi Germany is suffering heavy losses at the Eastern Front and an order for all-out retreat is eventually issued. The 27th Penal Panzer Regiment, consisting solely of people convicted of various real or political crimes ranging from incest to dissidence, has just returned from Stalingrad where German forces were decimated by the Soviets after a year-long bloody fight. They are a motley tank crew that consists of Sergeant Willie Beier (aka Old Man), a family man who fears for the safety of his wife and child if he disobeys the Nazis, Corporal Joseph Porta, the team's fixer and a self-proclaimed communist who always tries to keep his spirits up whether through gambling, drinking or simple tomfoolery, Corporal Hugo Stege, Porta's ""partner in crime"", young Sven Hassel, a character based on real Sven Hassel, the writer of the novel that the movie was based on, Wolfgang Creutzfeldt (aka Tiny), a dimwitted and often violent giant of a man and Bauer, a silent but friendly individual convicted of murder. They are joined by Alfred Kalb (aka Legionnaire), a psychotic ex-member of the French Foreign Legion and a self-proclaimed Muslim, convicted of polygamy, an inexperienced teenage soldier nicknamed Freckles, convicted of incest with his stepsister and their new commander Captain Erich von Barring, a straight-laced understanding officer who hoped for a better position than the one he got, but does his job dutifully anyway. Since penal regiments are viewed as completely expendable, they are often sent on suicide missions. Sadistic Colonel Von Weisshagen decides to send the 27th Penal Panzer Regiment on one such mission behind the enemy lines of the Eastern Front to blow up a Soviet train that's carrying countless gallons of fuel for the Red Army vehicles and tanks. If successful, the unit could receive full pardon, the German army would get precious time to retreat and regroup and Von Weisshagen himself might receive an Iron Cross from a high-ranking general (Oliver Reed). But can they trust the top brass?",tank germany german army behind enemy lines battle 52 more ,60
Pinocchio and the Emperor of the Night,1987,G,Animation Adventure Family Fantasy ,"8,000,000 (estimated)","3,261,638","3,261,638","Pinocchio has been a real boy for a year. So his creator, Geppetto makes him a cake to celebrate. After a visit from the Pinocchio's Fairy Godmother (who had turned Pinocchio into a real boy), Geppetto realizes that he must deliver a precious Jewel box to the Mayor. Pinocchio persuades Geppetto to allow to take the box and makes his way to the Mayor's house. Pinocchio also takes with him his hand-make glow worm, which magically becomes real when Pincoccho gets distracted by a Carnival that has come to town. Pinocchio names his glow worm Willikers and decides to take a peek at the Carnival, despite Geppetto telling him not to go anywhere near it. Nearby, Scalawag and his colleague Igor advertise a three-shell game which cheats people out of their money, leading to Scalawag's and Igor's escape by using a cannon to get away from the angry mob. Scalawag meets Pinocchio and trades the Jewel box a ruby, which turns out to be a fake when Pinocchio gets home, which angers Geppetto. Pinocchio runs away to the Carnival where he watches a performance, and falls in love with the star puppet, Twinkle. After the people leave, the Puppet Master, Puppetino, tells Pinnochio about what it takes to be a performer, then transforms him into a puppet in an evil fashion. With help from Willikers and the Fairy Godmother, Pinocchio eventually escapes from the Carnvial to find the Jewel box, promising Twinkle along the way that he will find a way to make her real as well. Pinocchio meets with Scalawag and Igor and demands the Jewel box. Scalawag tells Pinocchio that he does not have it and says that they were outnumbered by a gang of thieves lead by Puppetino who took it. Pinocchio decides to track down the Carnival and Scalawag vows to help him go after it to get the box back, secretly intending to hand him over to Puppetino in exchange for gold. The Carnival, however, is a a lot more mysterious and evil than it seems. Including the evil master of the Carnival - the Emperor of the Night.",cult film pinocchio foreign language adaptation based on novel independent film 1 more ,60
Little Dorrit,1987,G,Drama Romance ,Non,"1,025,228","1,025,228","Arthur Clennam returns to London after working abroad for many years with his now deceased father. Almost at once he becomes involved in the problems of his mother's seamstress Amy Dorrit and of her father residing in the Marshalsea debtors' prison. Pursuing their cause Arthur comes across a successful business opportunity and also gains a number of new acquaintances, while his and Amy's paths continue to cross. A reversal of fortune lays him low, but to fully understand how, this story must now be seen through Little Dorrit's eyes.",british renaissance character name as title little dorrit character two word title title directed by female 44 more ,300
A Tiger's Tale,1987,R,Comedy Drama ,Non,Non,"208,152","Bubber is a high school student. Rose, a nurse is an alcoholic woman, more than twice his age, and the mother of his girlfriend, Shirley. Bubber and Rose begin an affair after he fixes Shirley up with his pal, Ransom. They carry on their affair under the nose of Shirley until everything comes out in the open at a drive-in movie theater. To get even with Bubber and Rose for ""behaving badly"", Shirley pricks a hole in Rose's diaphragm. Shirley goes on to live with her father and Bubber moves in with Rose along with his pet tiger. The diaphragm incident results in Rose getting pregnant with Bubber's baby. The couple must decide whether to keep the baby and continue their May/December romance or part ways.",deep cleavage older woman younger man sex bare breasts older woman pregnant by teenage boy sex comedy 6 more ,60
Ten Little Indians,1987,,Crime Drama Mystery Thriller ,,,,"Ten people are invited to a desolate island by a mysterious host. Upon arriving, a mysterious voice recording accuses each of them of a murder committed in the past. And then someone begins to kill them one by one, choosing his methods from a grisly children's poem that hangs in every room of the house...",1980s psychotronic film russian actor playing foreigner characters murdered one by one island 31 more ,120
The Grand Highway,1987,R,Drama ,Non,"760,539",Non,"Louis, a nine-year-old boy from Paris, spends his summer vacation in a small town in Brittany. His mother Claire has lodged him with her girlfriend Marcelle and her husband Pelo while she's having her second baby. There Louis makes friends with Martine, the ten-year-old girl next door, and learns from her about life.",france girl brittany summer vacation shore 53 more ,60
Under the Sun of Satan,1987,TV-MA,Drama Fantasy ,Non,"68,765","68,765","A priest stuck in a rural congregation and burdened with his overwrought spirituality, finds purpose in a troubled woman accused of murder.",soul dean priest redemption coming back to life 48 more ,60
The Rosary Murders,1987,R,Crime Drama Mystery Thriller ,Non,"1,730,337","1,730,337",Life in the Catholic Church of the Holy Redeemer in Detroit is upset by a series of killings whose victims are all priests and nuns. All victims are found with a black rosary in their hands. Father Koesler begins collaborating with the police but soon finds himself in a spot when the killer decides to choose him as confessor.,moral dilemma sacred vow neo noir psychopath doing the right thing 21 more ,60
The Lonely Passion of Judith Hearne,1987,R,Drama Romance ,Non,"523,091",Non,"A penniless middle-aged spinster scrapes by giving piano lessons in the Dublin of the 1950s. She makes a sad last bid for love with a fellow resident of her rundown boarding house, who imagines she has the money to bankroll the business he hopes to open.",1950s male pubic hair male rear nudity spinster money 212 more ,60
The Trouble with Spies,1987,PG-13,Action Adventure Comedy Mystery ,Non,"205,507",Non,"George Trent (James Willis), a British spy, has gone incommunicado in Ibiza. Appleton Porter (Donald Sutherland) is sent to find out what happened to Trent. Porter settles into a small hotel with several busybody guests. He probes them for information about Trent, their former neighbor. Meanwhile, the spy survives several attempts on his life as he attempts to solve the mystery.",woman wears a string bikini aerial camera shot cigarette spy hotel 64 more ,60
Crazy Love,1987,,Drama ,Non,"119,919",Non,"Three 'Bukowskian' torrid nights in the life of a man in search of love. Harry, 12, is young and naive. Love, for him, is romantic love between princes and princesses demurely kissing each other on the mouth. His father is a hero who kidnapped his mother and married her on a lonely mountain peak - Later on, he'll do the same. But Harry has a lot to learn. He also learns that there are handsome men and ugly ones, that love can be unfair. That one can find comfort in drinking - but above all he learns that man is capable of anything - absolutely anything. - to get his fair share of love.",outcast coming of age necrophilia based on short film 1950s 13 more ,60
Summer Heat,1987,R,Drama ,Non,"350,481","350,481","Feeling lonely and neglected by her overworked husband, Roxy, a Depression-era farm wife, is drawn into an ill-advised affair with Jack, their hired hand.",suspicion dodge automobile car f rated 10 more ,60
Cronaca di una morte annunciata,1987,,Drama ,,,,"In a small village in Latin America, Santiago Nasar is killed in the morning, which surprises nobody. The Vicario brothers were openly declaring they would kill him to regain the lost honor of their young sister, Angela. It's the way and custom of the country. Nothing and nobody would have prevent it. It was a foretold death . Let see how and why.",rainforest paddleboat sharpening a knife knife village 40 more ,60
Going Bananas,1987,PG,Adventure Comedy ,,,,"Deep in Africa's exotic Momba-Zomba Land, young David Menden-Hall (Over the Top) befriends a mischievous little chimpanzee--only to discover the critter can talk! Soon, his friends Joe (Dom DeLuise) and Mozambo (Jimmie Walker) are going ape trying to save the chatty chimp after he's sold to the circus by crooked police chief Herbert Lom (The Pink Panther)! It's one cliff-hanger after another as the three friends embark on a zany, slapstick safari into non-stop monkeyshines!",neo screwball comedy food in title two word title pie in the face circus 36 more ,60
Diary of a Mad Old Man,1987,PG-13,Drama ,,,,"Marcel Hamelinck has a chronic muscle disease and therefore has to retire from his work. After his wife Denise dies, his attention is drawn to his daughter-in-law Simone. Obsessively he tries to make overtures, even at the expense of his own health. He gives her expensive presents and builds a pool to see her swim. After Simone allows him to touch her, Hamelinck only has one wish: to become her slave. Simone cleverly exploits the situation, while Marcel's condition slowly worsens.",foot fetish old man spitting in someone's mouth as sex fetish deep cleavage spoiled woman 20 more ,60
Talking Walls,1987,R,Comedy Drama Romance ,,,,"A sociology student films sexual encounters in a motel for his thesis, and falls in love with a French girl in the process.",hotel hidden camera nudity voyeur student 25 more ,60
Motherland Hotel,1987,,Crime Drama Thriller ,Non,Non,"12,328","Omer Kavur recreates Zebercet, the receptionist of a sad, bleak hotel in a small Anatolian town, adapting him from Yusuf Atilgan's novel in an attempt that seemed risky to others. A film about loneliness, solitude, obsession and depression, evidently one of the most painful films in Turkish cinema.",undercover police sex with sleeping woman hotel maid suicide 21 more ,60
The Tale of Genji,1987,,Animation Drama History Romance ,,,,"An animated film based on the novel by Murasaki Shikibu, written over 1000 years ago. Genji, the son of the emperor, is the talk of the Kyoto nobility for his charm and good looks, yet he cannot stop himself from pursuing an unobtainable object of desire: his father's young and beautiful bride. Following the tragic consequences of his obsession, Genji wanders from one affair to another, always seeking some sort of completion to his life.",11th century incest court intrigue remake japanese history 45 more ,60
Noyade interdite,1987,,Crime ,,,,"Molinat is assigned to the case of a man found with a bullet in his ear on the shore of a little Atlantic-coast resort he knows well. Indeed, he used to live there before his wife disappeared at sea, never to be seen again. As the ocean rejects a new corpse every day, the mystery thickens and the list of potential suspects lengthens. This slows Molinat's progress as much as the cumbersome Leroyer, sent in to spy on him and hopefully impede his progress. The tension mounts and the ring involving the three young ladies in the grey mansion, the village idiot, and the real-estate agent spins out of control.",based on novel female nudity topless female nudity blouse ripped off beach 1 more ,60
Luk Erosa,1987,,Drama Romance ,,,,"Lavish romantic melodrama, obsessively concerned with sex. Maryska's husband is off to war. He soon is reported missing, and she does not protest much when is seduced by the husband's friend, a seedy professor with sickly wife and other mistresses on the side. However, the love of Maryska's life turns out to be a shy 17-year old, son of friends with whom she goes to stay.",big nipples bare butt female full frontal nudity breast fondling breast kissing 28 more ,60
L'été en pente douce,1987,,Comedy Drama ,,,,"Fane wants nothing but a quiet countryside life with the woman and the sweet, brain damaged brother he loves. Envious neighbours however have plans of their own.",nudity stupidity car facial scar cafe 41 more ,60
Beauty and the Beast,1987,G,Family Fantasy Musical ,,,,"Beauty is the backbone of her family. Without her nothing is ever done and no one is ever on time. But when her father angers a beast living in an enchanted castle, Beauty takes his punishment. She leaves her family and lives in the castle where, for the first time in her life, she starts to think about what she really wants. With her host only appearing at supper time, Beauty finds her own ways to amuse herself, but at night she dreams of a lost prince who constantly asks for her help. Through her choices Beauty learns what is important and what wishing can accomplish.",16th century french europe castle beast 20 more ,60
Aha Naa Pellanta,1987,,Comedy ,,,,"Krishnamurthy (Rajendra Prasad) is the only son of industrialist Satyanarayana (Nutan Prasad). He wants his son to get married to a girl whom he has chosen because of his bitter experience with love marriage. Before selecting the bride, Satyanaryana has a big list of conditions which need to be fulfilled before he finalizes the bride for his son. But Krishnamurthy falls in love with Padma (Rajini). After lot of tussle, both father &amp; son enter into an understanding that if Krishnamurthy convinces Padma's father Lakshmipathy (Kota Srinivas Rao) without using his father's name by 31st December, than Satyanarayana will allow his to get married to Padma. Otherwise, he has to obey his father and marry the girl chosen by him.",love love marriage wedding greed miser 3 more ,120
L'escot,1987,,Romance ,,,,,male frontal nudity male nudity male rear nudity female nudity erotica 1 more ,60
Bellman and True,1987,R,Crime Drama ,Non,"226,944","226,944","Hiller, a computer expert, was bribed by group of bank robbers to obtain details of the security system at a newly-built bank. Having obtained the information, he thought he'd seen the last of the robbers. But now they've traced him and his son to London. They hold the son hostage and force Hiller to decode the information about the alarm and then to take part in the robbery.",computer bank robbery based on novel independent film ,120
The Gold Rimmed Glasses,1987,,Drama ,,,,"This movie, based on a novel by Giorgio Bassani, plays in the high-day of Mussolini's Fascist Italy. Eraldo is a golden boy, a stunningly beautiful college student and boxer, popular and spoiled rotten by his mother. To keep living beyond his means he 'gratiously accepts' the generous, rarely returned favors of Dr. Fadigati, an elder, gay gentleman who tries to live his life morally despite the age, but cannot keep stand by as it leads to increasing violence, especially against Jews such as the brilliant student David Lattes and even a professor at Eraldo's North Italian university. More tragedy is in the making...",italy homosexual spectacles merry go round sports car 15 more ,60
Beyond the Seventh Door,1987,,Horror ,,,,"After meeting up with his ex-lover Wendy, an ex-convict and thief named Boris gets persuaded to do one more heist. He is supposed to help Wendy rob her paraplegic, millionaire boss Lord Breston, for whom she has been working as a housemaid. But things turn out to be much more complicated than expected, in this exciting horror thriller with a twist ending.",briefcase of money red dress trap nylon stockings fully clothed sex 7 more ,60
Police des moeurs: Les filles de Saint Tropez,1987,R,Crime Drama ,,,,A police captain's niece is trapped by white slavers.,white slavery ring female captive one male two females threesome sniper sexploitation 39 more ,60
Morometii,1987,,Drama ,,,,"The story of a family: Problems, marriage, taxes, revenge, friendship, army and much more.",village pre world war two tax romania wife 5 more ,120
"Mariana, Mariana",1987,,Drama Romance ,,,,"The story runs in the 1940s Mexico City. A schoolboy (Carlos) falls in love with his best friend's mother (Mariana). Carlos is impressed because this family is not like the ordinary mexican families of the time, because they have many expensive American things, although they are not rich. The drama begins when Carlos gets out of school to go to declare his love to Mariana, and is discovered by his teachers.",coming of age based on novel ,60
Hibiscus Town,1987,,Drama History Romance ,,,,"Love, humiliation and politics play out in a distant village of China during the cultural revolution.",1960s 1970s china village rural setting 18 more ,120
The Enchanted Forest,1987,,Comedy Fantasy ,,,,"In the fantastic world of the ""bosque animado"" meet some people who have been transported to this place by a magic force. Now their histories cross one another.",misty forest hold up man witchcraft hen rural setting 18 more ,60
The Rogues,1987,,Action Adventure Comedy Drama ,,,,"The adventures of two derelicts: they are prisoners in a battleship; then after a mutiny, they proceed to become officers. They leave the boat and start to drift all around the Spain with the mere goal to reach something to eat. A prostitute could set their life.",spain prostitute mutiny blindness 16th century 1 more ,120
Le cri du hibou,1987,,Drama Mystery Romance Thriller ,,,,"Robert is an architect and artist, in Vichy after separating from his Parisian wife, Véronique, herself newly engaged. Robert finds it calms him to stand in the shadows of the home of Juliette and Patrick and watch her cook. She thinks he's a prowler and confronts him, then invites him in. Soon, she's dumped Patrick, decided she's in love with this stranger, and pursues him. Robert's diffident, Patrick is furious, and violence follows. The police are incompetent, Véronique sees an opportunity to play revenge games, and the impressionable Juliette is ensnared by thoughts of death. Can anyone exercise reason?",neo noir euro noir french noir vichy death 59 more ,60
